YEAR,SUBSECTOR,CE,CI,EI,CS,SA,AE,EP,LPCU,CPT_1,CPT_2,CPT_3,CET_1,CET_2,CET_3,FSIZE,FLEV,INNOV,TANG,CO2_TAX_1,CO2_TAX_2,CO2_TAX_3,CO2_T1,CO2_T2,CO2_T3
2013,D,8.691664796,4.478488536,0.050446809,0.5120498501,5.629888107,1.32634773,0.6026679395,5.147795067,4.048814562,4.349844558,4.525935817,7.390634801,7.691664796,7.867756055,5.050530554,0.2460499025,3.897297122,4.44180507,11189.6,22379.2,33568.8,24582995.44,49165990.87,73748986.31
2013,D,8.713365801,4.477824787,0.04454910279,0.7222746014,4.81502432,1.398606684,7.685307014,4.014044402,3.410777233,3.711807229,3.887898488,7.412335805,7.713365801,7.88945706,5.045401223,0.2850027022,3.90227492,4.524435071,2575,5150,7725,25842576.16,51685152.33,77527728.49
2013,D,8.657517176,4.479849885,0.04260720929,0.0599308917,60.72755552,1.402036248,0.01293555684,6.728603291,5.435122117,5.736152113,5.912243372,7.35648718,7.657517176,7.833608435,4.987147662,0.286751679,3.950608225,4.538221732,272346.7,544693.4,817040.1,22724125.54,45448251.09,68172376.63
2013,D,8.681370055,4.476783842,0.06587910083,0.360140839,5.938520949,1.350002375,0.300223021,5.447909362,4.233244933,4.534274929,4.710366188,7.38034006,7.681370055,7.857461314,5.055687885,0.2592605625,3.953034457,4.44180507,17109.8,34219.6,51329.4,24007119.79,48014239.59,72021359.38
2013,D,8.606655977,4.478760037,0.08742084668,0.2345212551,5.553684871,1.374329743,0.3491319317,5.390436972,4.310844068,4.611874064,4.787965323,7.305625981,7.606655977,7.782747236,5.071517489,0.2723725838,3.565257343,4.566743806,20457.1,40914.2,61371.3,20212776.83,40425553.66,60638330.5
2013,D,8.63684279,4.480162946,0.04442862896,0.4621795569,6.389265919,1.35764665,0.2738258813,5.468493991,4.16502163,4.466051626,4.642142885,7.335812795,7.63684279,7.812934049,5.038755237,0.2634313205,3.01494035,4.475322451,14622.5,29245,43867.5,21667699.03,43335398.07,65003097.1
2013,D,8.707631941,4.477889586,0.06172172986,0.4202118312,5.768286233,1.528262744,0.3096259975,5.379753743,4.154504616,4.455534612,4.631625871,7.406601946,7.707631941,7.8837232,5.054789188,0.3456622534,3.952550294,4.54696195,14272.65,28545.3,42817.95,25503626.86,51007253.73,76510880.59
2013,D,8.702111532,4.477644538,0.06348036228,0.4015170747,5.419714945,1.433751875,0.5907304602,5.156283769,4.186392629,4.487422625,4.663513884,7.401081536,7.702111532,7.878202791,5.084147133,0.302529247,3.956408571,4.538611431,15360.05,30720.1,46080.15,25181496.5,50362993,75544489.5
2013,D,8.691664796,4.478488536,0.05060306412,0.5104687124,5.805757509,1.366345575,0.5761846844,5.14104916,4.047009925,4.348039921,4.52413118,7.390634801,7.691664796,7.867756055,5.037171424,0.2681207314,3.897297122,4.44180507,11143.2,22286.4,33429.6,24582995.44,49165990.87,73748986.31
2013,D,8.654522155,4.480195351,0.05240530929,0.3622438866,6.672568022,1.388857486,0.237143514,5.553988506,4.304604687,4.605634683,4.781725942,7.35349216,7.654522155,7.830613414,5.071657441,0.2799837204,3.949633924,4.538146266,20165.3,40330.6,60495.9,22567952.52,45135905.05,67703857.57
2013,D,8.623909125,4.479812238,0.03950600431,0.4590147508,6.751614462,1.409700633,0.2131729909,5.578340429,4.211408907,4.512438902,4.688530162,7.322879129,7.623909125,7.800000384,5.056199503,0.2906295304,3.947776708,4.386605965,16270.8,32541.6,48812.4,21031930.06,42063860.12,63095790.17
2013,D,8.613764697,4.478756716,0.0497164878,0.4745060074,5.883399953,1.399738045,0.7846944751,4.951890091,4.040188812,4.341218808,4.517310067,7.312734701,7.613764697,7.789855956,4.992637453,0.2855806101,3.770631128,4.575845718,10969.55,21939.1,32908.65,20546350.9,41092701.8,61639052.7
2013,D,8.542824025,4.478669245,0.03003247359,0.5039943069,6.564380368,1.461650254,0.2015742123,5.59766587,4.170230903,4.471260899,4.647352158,7.24179403,7.542824025,7.718915284,5.066944308,0.3158418048,3.770115295,4.429348473,14798.95,29597.9,44396.85,17449943.68,34899887.36,52349831.03
2013,D,8.469721485,4.46846578,0.03978418118,0.2942266751,8.43093031,1.370288966,0.1194089036,5.793138866,4.412864413,4.713894409,4.889985668,7.168691489,7.469721485,7.645812744,5.006987738,0.2702269194,3.770852012,4.440011242,25874.05,51748.1,77622.15,14746586.05,29493172.11,44239758.16
2013,D,8.452256485,4.469280016,0.05973276792,0.1859400033,7.69525528,1.412852102,0.1257389705,5.801601362,4.495124409,4.796154405,4.972245664,7.151226489,7.452256485,7.628347744,5.051167964,0.2922118325,3.937367418,4.403703766,31269.75,62539.5,93809.25,14165323.25,28330646.49,42495969.74
2013,D,8.325402201,4.469612963,0.07317592428,0.1451063389,6.438018104,1.391319334,0.1698744109,5.647427659,4.376675483,4.677705479,4.853796738,7.024372205,7.325402201,7.50149346,5.020982443,0.2812577418,4,4.596860891,23805.4,47610.8,71416.2,10577236.26,21154472.51,31731708.77
2013,D,8.482538439,4.469026813,0.05920811181,0.2582385008,6.93227984,1.427856755,0.1576014777,5.635988411,4.305204071,4.606234067,4.782325326,7.181508444,7.482538439,7.658629698,4.988233337,0.2996496347,3.931813704,4.551998619,20193.15,40386.3,60579.45,15188274.71,30376549.42,45564824.13
2013,D,8.307848155,4.469132564,0.0272329142,0.7145714552,3.420208609,1.395379209,0.5098037681,5.163427925,2.96279537,3.263825366,3.439916625,7.00681816,7.307848155,7.483939414,5.015523214,0.2833489324,3.836070809,4.403703766,917.9,1835.8,2753.7,10158232.76,20316465.51,30474698.27
2013,D,8.373848303,4.469100062,0.03201816709,0.3135175,7.438746571,1.418986674,0.1299640024,5.765788829,4.360558388,4.661588384,4.837679643,7.072818307,7.373848303,7.549939562,5.031590224,0.2952717467,3.953179601,4.439885081,22938.15,45876.3,68814.45,11825467.18,23650934.36,35476401.54
2013,D,8.329564693,4.470530584,0.04788040744,0.2234300768,6.976746587,1.445031334,0.1483041087,5.65505124,4.329282934,4.630312929,4.806404188,7.028534697,7.329564693,7.505655952,4.986081688,0.3079734837,3.952114085,4.549407924,21344.35,42688.7,64033.05,10679101.07,21358202.15,32037303.22
2013,D,8.370400561,4.469711515,0.03145828662,0.3727015903,6.398074638,1.571136525,0.1518920465,5.647794475,4.200371635,4.501401631,4.67749289,7.069370565,7.370400561,7.54649182,5.025543433,0.363518075,3.956984368,4.596860891,15862.5,31725,47587.5,11731959.77,23463919.54,35195879.31
2013,D,8.379293464,4.469427582,0.04145813975,0.2263940851,8.815083696,1.469117889,0.1059290326,5.800092902,4.466059793,4.767089789,4.943181048,7.078263469,7.379293464,7.555384723,4.992164555,0.3193194314,3.942454526,4.405448816,29245.55,58491.1,87736.65,11974667.65,23949335.29,35924002.94
2013,D,8.330063262,4.469353493,0.02440497358,0.5276734627,5.39644109,1.3368072,0.2352259495,5.521204727,3.928869323,4.229899319,4.405990578,7.029033267,7.330063262,7.506154521,5.018758733,0.2519489724,3.662757832,4.550668541,8489.25,16978.5,25467.75,10691367.71,21382735.42,32074103.13
2013,D,8.470963905,4.46850365,0.06140251077,0.361215011,4.317909552,1.342628463,0.3520461577,5.346679336,4.0258709,4.326900895,4.502992155,7.169933909,7.470963905,7.647055164,5.021234794,0.2551923132,3.770852012,4.440042777,10613.8,21227.6,31841.4,14788833.16,29577666.31,44366499.47
2013,D,8.485122232,4.469101599,0.06027417364,0.2281018609,6.827855133,1.292041709,0.1678442902,5.707293136,4.399427955,4.700457951,4.87654921,7.184092236,7.485122232,7.661213491,5.043476241,0.2260311773,3.942851007,4.422212171,25085.8,50171.6,75257.4,15278905.19,30557810.39,45836715.58
2013,D,8.357889299,4.469512744,0.0296320029,0.5717650152,4.76755238,1.430308644,0.2865078833,5.368536156,3.693898347,3.994928343,4.171019602,7.056859303,7.357889299,7.533980558,4.981102495,0.3008502016,3.952162574,4.54707287,4941.95,9883.9,14825.85,11398804.45,22797608.9,34196413.35
2013,D,8.483081707,4.469042705,0.06581245936,0.3461166933,3.797586244,1.642284362,0.3397990641,5.330330153,3.976138972,4.277168967,4.453260226,7.182051711,7.483081707,7.659172966,5.077000689,0.3910920527,3.931813704,4.551998619,9465.4,18930.8,28396.2,15207285.9,30414571.81,45621857.71
2013,D,8.372460362,4.469038114,0.03197678186,0.4357602086,5.821396367,1.455265253,0.1927273898,5.546427153,4.064070321,4.365100316,4.541191575,7.071430366,7.372460362,7.548551621,4.994312753,0.312840049,3.602059991,4.602059991,11589.65,23179.3,34768.95,11787735.06,23575470.12,35363205.18
2013,D,8.396301645,4.469447111,0.05534894704,0.2249844157,6.086075609,1.35515041,0.1995089715,5.615305461,4.337701799,4.638731795,4.814823054,7.09527165,7.396301645,7.572392904,5.047255392,0.2620745325,3.633468456,4.588316535,21762.15,43524.3,65286.45,12452932.95,24905865.89,37358798.84
2013,D,8.277249987,4.47000194,0.02533029752,0.7145488861,3.145393721,1.356843575,0.5780277628,5.157422313,2.967711742,3.268741737,3.444832996,6.976219991,7.277249987,7.453341246,5.051900794,0.262995368,3.944186461,4.403703766,928.35,1856.7,2785.05,9467165.98,18934331.96,28401497.94
2013,D,8.391746652,4.469129641,0.05105746598,0.2852448631,5.07643374,1.288982781,0.2577479898,5.532338799,4.195884438,4.496914434,4.673005693,7.090716657,7.391746652,7.567837911,5.053781201,0.2241944462,3.947286645,4.54707287,15699.45,31398.9,47098.35,12323005.9,24646011.81,36969017.71
2013,D,8.355964946,4.469631924,0.05854767633,0.1673295668,8.651057036,1.355117875,0.1166236036,5.759417967,4.456043229,4.757073225,4.933164484,7.054934951,7.355964946,7.532056206,4.958181498,0.2620568157,3.505149978,4.380211242,28578.75,57157.5,85736.25,11348408.25,22696816.5,34045224.75
2013,D,8.558063033,4.478735453,0.03317124702,0.6375027746,5.225717363,1.401891955,0.4141200363,5.272096999,3.795629792,4.096659787,4.272751046,7.257033038,7.558063033,7.734154292,5.035937786,0.286678266,3.669037801,4.443841661,6246.4,12492.8,18739.2,18073116.07,36146232.13,54219348.2
2013,D,8.545942194,4.477145927,0.03320256866,0.4555633446,6.692676563,1.401237333,0.3079055267,5.428546789,4.219981182,4.521011178,4.697102437,7.244912198,7.545942194,7.722033453,5.063475973,0.2863450207,3.761025252,4.511147778,16595.15,33190.3,49785.45,17575682.48,35151364.97,52727047.45
2013,D,8.497481444,4.477584831,0.0327366662,0.476148502,5.802080274,1.315102421,0.2805724572,5.496531395,4.133661835,4.43469183,4.610783089,7.196451448,7.497481444,7.673572703,5.063536007,0.2396029511,3.671728088,4.405943681,13603.85,27207.7,40811.55,15719960.42,31439920.85,47159881.27
2013,D,8.518164161,4.477187432,0.04200867554,0.3985180491,5.497064858,1.348240395,0.3220471218,5.439372126,4.162562913,4.463592909,4.639684168,7.217134166,7.518164161,7.69425542,5.077058883,0.2582925093,3.885869861,4.577089489,14539.95,29079.9,43619.85,16486716.33,32973432.66,49460148.99
2013,D,8.6002879,4.477259205,0.03548354939,0.4684281303,6.799080577,1.334359487,0.1949623912,5.654684793,4.233762434,4.534792429,4.710883688,7.299257904,7.6002879,7.776379159,5.069908483,0.2505767675,3.895864351,4.443497678,17130.2,34260.4,51390.6,19918558.43,39837116.86,59755675.28
2013,D,8.517910873,4.476593754,0.04536322136,0.3090187671,7.143049638,1.427535384,0.1880630452,5.611854362,4.356938447,4.657968442,4.834059701,7.216880878,7.517910873,7.694002132,5.040744708,0.2994919698,3.890309217,4.431331593,22747.75,45495.5,68243.25,16477103.81,32954207.61,49431311.42
2013,D,8.567990864,4.478913741,0.03481194662,0.5053326933,6.562026911,1.36525155,0.3262912857,5.377915257,4.104717513,4.405747509,4.581838768,7.266960868,7.567990864,7.744082123,5.026733411,0.2675342504,3.836830286,4.475322451,12726.75,25453.5,38180.25,18491019.98,36982039.97,55473059.95
2013,D,8.536244981,4.475792287,0.04522689332,0.3739108429,6.493861133,1.347179137,0.390714013,5.298500544,4.222921867,4.523951863,4.700043122,7.235214985,7.536244981,7.71233624,5.01978488,0.2577082199,3.885813375,4.409375111,16707.9,33415.8,50123.7,17187589.99,34375179.97,51562769.96
2013,D,8.525083595,4.477028897,0.04098405122,0.3951121639,6.796736592,1.29950831,0.3937551159,5.297413703,4.202868227,4.503898222,4.679989481,7.224053599,7.525083595,7.701174854,5.006418973,0.2304781799,3.829753919,4.538523465,15953.95,31907.9,47861.85,16751496.04,33502992.08,50254488.12
2013,G,8.615728101,4.478274527,0.09355135973,0.2613224404,6.114759098,1.459150587,0.3121967738,5.304318887,4.21720617,4.518236166,4.694327425,7.314698105,7.615728101,7.79181936,4.962847412,0.3146697748,4,4.591064607,16489.45,32978.9,49468.35,20639449.28,41278898.57,61918347.85
2013,G,8.57554964,4.480061588,0.07594906068,0.328092,5.085745672,1.553560988,0.4854202859,5.115169137,4.084685285,4.38571528,4.561806539,7.274519645,7.57554964,7.751640899,4.992615366,0.3563175133,3.948804046,4.594856434,12153.05,24306.1,36459.15,18815668.14,37631336.28,56447004.41
2013,G,8.622257637,4.480828805,0.1181361077,0.1601530055,7.382455574,1.601712301,0.2343474953,5.421865412,4.424549258,4.725579254,4.901670513,7.321227642,7.622257637,7.798348896,4.996310239,0.3756681526,3.763427994,4.477121255,26579.65,53159.3,79738.95,20952104.02,41904208.05,62856312.07
2013,G,8.603769301,4.478338242,0.05783986155,0.3421237547,7.672691288,1.521634532,0.2700925068,5.330249969,4.241617446,4.542647442,4.718738701,7.302739305,7.603769301,7.77986056,4.94407286,0.3428119704,3.580810973,4.396199347,17442.85,34885.7,52328.55,20078871.73,40157743.46,60236615.18
2013,G,8.593484995,4.476281615,0.08062014309,0.2076997127,8.414399587,1.301282231,0.2363987494,5.480284113,4.423600539,4.724630535,4.900721794,7.292454999,7.593484995,7.769576254,4.968300787,0.2315271996,3.602059991,4.389768361,26521.65,53043.3,79564.95,19608979.79,39217959.59,58826939.38
2013,G,8.685779752,4.476627752,0.08187884212,0.3292314303,6.731083111,1.561046461,0.215826811,5.422872843,4.200910661,4.501940656,4.678031915,7.384749756,7.685779752,7.861871011,4.950394066,0.359404076,3.903089987,4.461903519,15882.2,31764.4,47646.6,24252122.67,48504245.34,72756368.01
2013,G,8.655454801,4.47770145,0.06316337361,0.3534117375,4.0158063,1.22231844,0.460215659,5.475088553,4.248586244,4.54961624,4.725707499,7.354424806,7.655454801,7.83154606,5.225234308,0.1818825869,3.494711025,4.461603561,17725,35450,53175,22616469.22,45232938.44,67849407.66
2013,G,8.66675756,4.477974491,0.04229964684,0.521357392,8.312577892,1.544869444,0.2088643411,5.416818981,3.862214889,4.163244885,4.339336144,7.365727564,7.66675756,7.842848819,4.925575064,0.3526961104,4.018658898,4.544068044,7281.4,14562.8,21844.2,23212801.86,46425603.72,69638405.58
2013,G,8.663761164,4.476959893,0.05564990139,0.4296609642,6.641258431,1.495759242,0.5536601926,5.067855598,4.145564639,4.446594634,4.622685893,7.362731168,7.663761164,7.839852423,4.985960593,0.3314432085,3.751279104,4.568295615,13981.85,27963.7,41945.55,23053197.37,46106394.73,69159592.1
2013,G,8.463256649,4.478218296,0.04903995715,0.3230328788,6.146146792,1.384371774,0.6199792862,5.063008699,4.186971866,4.488001862,4.664093121,7.162226653,7.463256649,7.639347908,4.996638615,0.2776506868,4.028408565,4.509041145,15380.55,30761.1,46141.65,14528696.54,29057393.09,43586089.63
2013,G,8.505956271,4.477947791,0.06521776296,0.2500718654,6.759620056,1.47176671,0.3223632031,5.309471025,4.307707785,4.608737781,4.78482904,7.204926276,7.505956271,7.68204753,4.985655462,0.3205444905,3.538573734,4.538510897,20309.9,40619.8,60929.7,16029732.52,32059465.04,48089197.56
2013,G,8.60674039,4.478654819,0.04508293201,0.4255068125,6.878940025,1.553571156,0.185009892,5.549119279,4.19432421,4.495354205,4.671445464,7.305710395,7.60674039,7.78283165,5.007645378,0.3563217261,3.771440487,4.444918754,15643.15,31286.3,46929.45,20216705.97,40433411.94,60650117.91
2013,G,8.713366195,4.477983065,0.05307046144,0.5600927296,5.192649844,1.401686065,0.4628450853,5.23479488,3.884446996,4.185476992,4.361568251,7.412336199,7.713366195,7.889457454,5.046881292,0.2865734881,3.994185128,4.51249762,7663.85,15327.7,22991.55,25842599.61,51685199.22,77527798.83
2013,G,8.649553442,4.47669829,0.04598198292,0.411450987,7.994006684,1.344170296,0.2531344996,5.461379207,4.28165594,4.582685936,4.758777195,7.348523446,7.649553442,7.825644701,4.99318484,0.2560466463,3.952501848,4.409036572,19127.4,38254.8,57382.2,22311226.56,44622453.12,66933679.68
2013,G,8.671698942,4.476975506,0.1095752528,0.2121884397,6.533856618,1.288804692,0.291997428,5.437553501,4.336917803,4.637947799,4.814039058,7.370668946,7.671698942,7.847790201,5.013119635,0.2240872442,3.953082844,4.424456931,21722.9,43445.8,65168.7,23478424.24,46956848.49,70435272.73
2013,G,8.569518596,4.479805104,0.03192392567,0.6532301837,5.351062381,1.383802861,0.6091935361,5.116261432,3.751679333,4.052709329,4.228800588,7.2684886,7.569518596,7.745609855,5.042090943,0.2773537127,3.897901874,4.45890967,5645.2,11290.4,16935.6,18556181,37112362,55668542.99
2013,G,8.716633196,4.477975819,0.06330339632,0.3477602306,6.989821115,1.328432703,0.2958038167,5.457141058,4.318461951,4.619491947,4.795583206,7.415603201,7.716633196,7.892724455,5.05148439,0.2472332262,3.952114085,4.438637266,20819.1,41638.2,62457.3,26037734.88,52075469.76,78113204.64
2013,G,8.611154605,4.478081761,0.03434501967,0.50034722,7.189242032,1.390940828,0.2803115742,5.450304793,4.175205844,4.47623584,4.652327099,7.310124609,7.611154605,7.787245864,5.041254479,0.2810621561,3.829818187,4.539740839,14969.45,29938.9,44908.35,20423238.49,40846476.98,61269715.48
2013,G,8.669775575,4.476654848,0.04042692501,0.6281016219,5.361667961,1.442747419,0.3704181163,5.331237664,3.830787488,4.131817483,4.307908742,7.36874558,7.669775575,7.845866834,5.059120189,0.3068779836,3.958133676,4.575857251,6773.1,13546.2,20319.3,23374674.92,46749349.85,70124024.77
2013,G,8.610210071,4.474925604,0.03775436564,0.5327305989,6.05306752,1.326822978,0.4113241531,5.312836932,4.041590047,4.342620043,4.518711302,7.309180075,7.610210071,7.78630133,5.049834129,0.2463199565,3.949731452,4.559224139,11005,22010,33015,20378868.88,40757737.75,61136606.63
2013,G,8.5884026,4.477884308,0.03437417732,0.6547290836,4.979208841,1.444490462,0.4588899563,5.239640773,3.710354342,4.011384338,4.187475597,7.287372604,7.5884026,7.764493859,5.061064004,0.3077143627,3.986950788,4.57805441,5132.8,10265.6,15398.4,19380840.35,38761680.7,58142521.05
2013,G,8.522455183,4.476889318,0.02449798296,0.6574473145,5.996573704,1.366556543,0.3703932591,5.356380724,3.890264488,4.191294484,4.367385743,7.221425187,7.522455183,7.698546442,5.060671404,0.2682337186,3.753965866,4.425811272,7767.2,15534.4,23301.6,16650419.77,33300839.54,49951259.31
2013,G,8.608304227,4.48094371,0.05795902214,0.3402746214,6.110362121,1.393479786,0.454965877,5.244263461,4.25726688,4.558296875,4.734388134,7.307274232,7.608304227,7.784395486,5.046342959,0.2823720801,3.954435486,4.445059047,18082.85,36165.7,54248.55,20289634.88,40579269.75,60868904.63
2013,G,8.613764697,4.478756716,0.04965642494,0.4750799551,4.221430813,1.597609887,0.96197415,4.950172008,4.040188812,4.341218808,4.517310067,7.312734701,7.613764697,7.789855956,5.13680615,0.3740649653,3.770631128,4.575845718,10969.55,21939.1,32908.65,20546350.9,41092701.8,61639052.7
2013,G,8.653778441,4.477226026,0.03891056239,0.4912071015,6.754887968,1.351939462,0.2325785855,5.56807515,4.186159304,4.4871893,4.663280559,7.352748445,7.653778441,7.8298697,5.06560212,0.2603219094,3.990516444,4.45890967,15351.8,30703.6,46055.4,22529338.74,45058677.48,67588016.22
2013,G,8.662149808,4.476326107,0.03382604315,0.5772278249,6.607816916,1.344293063,0.3243427791,5.435669053,4.059184618,4.360214613,4.536305872,7.361119813,7.662149808,7.838241067,5.075167244,0.2561145875,3.944235844,4.575845718,11460,22920,34380,22967821.94,45935643.88,68903465.82
2013,G,8.660747909,4.476270082,0.06611304713,0.3532574001,5.670173798,1.366825665,0.3251707659,5.414678395,4.206025335,4.507055331,4.68314659,7.359717914,7.660747909,7.836839168,5.062503014,0.2683778003,3.980775774,4.574771832,16070.35,32140.7,48211.05,22893801.54,45787603.07,68681404.61
2013,G,8.632822974,4.479943271,0.05361624036,0.4244022577,3.172496599,2.308409901,0.7276946098,5.069142408,4.116167582,4.417197578,4.593288837,7.331792978,7.632822974,7.808914233,5.294404495,0.5668013728,3.895201475,4.551791444,13066.75,26133.5,39200.25,21468068.79,42936137.58,64404206.36
2013,G,8.649553442,4.47669829,0.04611014855,0.4103073369,7.024179944,1.41178472,0.2781436964,5.45531602,4.2778704,4.578900396,4.754991655,7.348523446,7.649553442,7.825644701,5.049353718,0.2916767082,3.952501848,4.409036572,18961.4,37922.8,56884.2,22311226.56,44622453.12,66933679.68
2013,G,8.71422701,4.478342067,0.05351153175,0.407541978,6.690699803,1.381322593,0.2160037188,5.597037324,4.293385761,4.594415756,4.770507015,7.413197015,7.71422701,7.890318269,5.071793667,0.276056147,3.032618761,4.427453649,19651.05,39302.1,58953.15,25893873.06,51787746.12,77681619.18
2013,G,8.632051572,4.4763622,0.03708725773,0.6668354387,5.141991434,1.417209203,0.9798855149,4.908705327,3.645358398,3.946388393,4.122479653,7.331021576,7.632051572,7.808142831,5.051314629,0.294387873,3.949633924,4.574771832,4419.35,8838.7,13258.05,21429970.64,42859941.29,64289911.93
2013,G,8.52874268,4.479585766,0.03273101028,0.5381444175,6.071528846,1.485986348,0.3343770149,5.323749366,3.979300201,4.280330196,4.456421455,7.227712685,7.52874268,7.704833939,5.020000602,0.3270463075,3.952114085,4.538598866,9534.55,19069.1,28603.65,16893229.6,33786459.2,50679688.81
2013,G,8.33841769,4.469119679,0.02826476852,0.3419081307,7.573290482,1.39934409,0.1516598618,5.678063361,4.217012545,4.51804254,4.694133799,7.037387695,7.33841769,7.514508949,5.004858535,0.2853794808,3.568201724,4.531478917,16482.1,32964.2,49446.3,10899026.15,21798052.31,32697078.46
2013,G,8.342699265,4.469815574,0.02876660477,0.4415003336,4.509512882,1.573141284,0.2377567038,5.542033917,4.053405002,4.354434998,4.530526257,7.041669269,7.342699265,7.518790524,5.114934416,0.3643291864,3.952162574,4.422212171,11308.5,22617,33925.5,11007007.67,22014015.35,33021023.02
2013,G,8.434765211,4.468658388,0.03660853621,0.31581625,6.911148546,1.343878795,0.1554794732,5.743506598,4.354872586,4.655902582,4.831993841,7.133735216,7.434765211,7.61085647,5.063539759,0.2558852749,3.98985011,4.54707287,22639.8,45279.6,67919.4,13606148.78,27212297.56,40818446.34
2013,G,8.418722213,4.469263305,0.03519582816,0.4479646745,5.945179226,1.414270183,0.1972988333,5.531902097,4.052516957,4.353546952,4.529638212,7.117692217,7.418722213,7.594813472,4.977558999,0.2929215282,3.672097858,4.561626038,11285.4,22570.8,33856.2,13112702.78,26225405.55,39338108.33
2013,G,8.409300332,4.468829734,0.03314684507,0.5800730814,3.96068721,1.352118664,0.3925067533,5.333913201,3.655728943,3.956758938,4.132850197,7.108270337,7.409300332,7.585391591,5.058775142,0.260419942,3.942404941,4.602059991,4526.15,9052.3,13578.45,12831290.47,25662580.94,38493871.41
2013,G,8.346901896,4.469577388,0.05393917861,0.178101375,8.077118627,1.439351742,0.1202918381,5.749093347,4.450328414,4.751358409,4.927449668,7.0458719,7.346901896,7.522993155,4.987496446,0.3052427904,3.556302501,4.414973348,28205.15,56410.3,84615.45,11114038.59,22228077.18,33342115.77
2013,G,8.455945274,4.468867548,0.03867419726,0.2899114868,8.377980568,1.328550674,0.1212523104,5.8071835,4.429325041,4.730355036,4.906446295,7.154915279,7.455945274,7.632036533,5.014251647,0.2473000697,3.989449818,4.403703766,26873.55,53747.1,80620.65,14286152.39,28572304.79,42858457.18
2013,G,8.602237675,4.474917269,0.05100185711,0.3896695311,5.98287407,1.37483539,0.4373688285,5.273029576,4.209903561,4.510933557,4.687024816,7.30120768,7.602237675,7.778328934,5.052128106,0.2726401958,3.896856773,4.443497678,16214.5,32429,48643.5,20008184.33,40016368.66,60024552.98
2013,G,8.584144468,4.478447665,0.04713741919,0.46763638,5.52055448,1.456527479,0.7876360674,4.960795735,4.021995098,4.323025094,4.499116353,7.283114472,7.584144468,7.760235727,5.020440012,0.3134355413,3.895090897,4.565588108,10519.5,21039,31558.5,19191745.33,38383490.66,57575235.98
2013,G,8.693425666,4.470296053,0.04217862236,0.495554772,7.050214221,1.371665578,0.2052371432,5.605239046,4.202990707,4.504020703,4.680111962,7.392395671,7.693425666,7.869516926,5.054743247,0.2709593244,3.87817698,4.409375111,15958.45,31916.9,47875.35,24682870.85,49365741.7,74048612.54
2013,G,8.562420015,4.478567541,0.03794619681,0.4647764862,6.031227529,1.380389783,0.8517234176,4.986734034,3.93340123,4.234431226,4.410522485,7.261390019,7.562420015,7.738511274,5.057034358,0.2755669362,3.680154142,4.425974161,8578.3,17156.6,25734.9,18255343.93,36510687.86,54766031.79
2013,G,8.65399517,4.475757,0.04029612003,0.4737672634,6.712444637,1.424283518,0.2847055049,5.46253686,4.212061028,4.513091023,4.689182282,7.352965174,7.65399517,7.830086429,5.070529173,0.2978925982,3.680879174,4.459030425,16295.25,32590.5,48885.75,22540584.52,45081169.04,67621753.55
2013,G,8.585941914,4.47820977,0.04858200815,0.3395597125,7.113479658,1.402632931,0.2044271581,5.580775808,4.322497361,4.623527357,4.799618616,7.284911918,7.585941914,7.762033173,5.03825843,0.2870550962,3.66152874,4.552266582,21013.45,42026.9,63040.35,19271340.2,38542680.39,57814020.59
2013,OTH,8.66675756,4.477974491,0.0422229785,0.522304071,4.374983602,1.125493918,0.5435537385,5.417748723,3.862217872,4.163247867,4.339339126,7.365727564,7.66675756,7.842848819,5.204334363,0.1115011963,4.018658898,4.544068044,7281.45,14562.9,21844.35,23212801.86,46425603.72,69638405.58
2013,OTH,8.669775575,4.476654848,0.04042545834,0.62812441,5.812811051,1.417706237,0.3615355995,5.31429658,3.803170223,4.104200218,4.280291477,7.36874558,7.669775575,7.845866834,5.024033898,0.294635254,3.958133676,4.575857251,6355.8,12711.6,19067.4,23374674.92,46749349.85,70124024.77
2013,OTH,8.592326614,4.475158396,0.05166141178,0.3741666581,5.980501712,1.278243504,0.553314424,5.204613658,4.210540561,4.511570556,4.687661815,7.291296618,7.592326614,7.768417873,5.054199244,0.2176764467,3.687082845,4.575937972,16238.3,32476.6,48714.9,19556747.03,39113494.07,58670241.1
2013,OTH,8.596706657,4.481665142,0.1356662458,0.1702151033,6.071409361,1.541549891,0.3333566255,5.257415423,4.275133914,4.57616391,4.752255169,7.295676661,7.596706657,7.772797916,4.968282099,0.351302215,3.894648304,4.462397998,18842.3,37684.6,56526.9,19754983.05,39509966.11,59264949.16
2013,OTH,8.564043303,4.478758776,0.03658404962,0.5083770794,6.049787352,1.386328971,0.4261797223,5.262607597,4.075654609,4.376684605,4.552775864,7.263013308,7.564043303,7.740134562,5.034066679,0.2786704882,3.829753919,4.427778137,11902.95,23805.9,35708.85,18323705.69,36647411.37,54971117.06
2013,OTH,8.703038944,4.478993383,0.07265277042,0.4092225721,5.281074545,1.367817124,0.4070776969,5.282406158,4.105571493,4.406601488,4.582692747,7.402008948,7.703038944,7.879130203,5.028111503,0.2689081144,3.534406899,4.427567248,12751.8,25503.6,38255.4,25235327.68,50470655.36,75705983.04
